MOF_no,propane_avg(mol/kg),propylene_avg(mol/kg),C3H8/C3H6 Selectivity (1Bar),TSN,oms,Df,AV_Volume_fraction_1.9,channel_dimentionality
ddmof_14299,0.176053,0.671732,1.48516620715801,0.030241514447003,8,16.2703,0.54334,3
ddmof_143,0.66843,2.644921,1.43209192259429,0.104255625480157,20,5.97663,0.1923,3
ddmof_1430,0.493176,2.038085,1.37122053300034,0.067618033662329,19,7.42252,0.35058,3
ddmof_14300,0.1802,0.606685,1.68313594918835,0.040746679110326,2,8.58004,0.37826,3
ddmof_14301,0.153424,0.6295,1.38110034418851,0.021513916224259,2,16.37038,0.6848,3
ddmof_14302,0.237123,0.987876,1.36018791832173,0.031679375039596,3,14.60227,0.5934,3
ddmof_14303,0.134761,0.522123,1.46257810260545,0.022251610584802,4,9.36873,0.48814,3
ddmof_14304,0.183591,0.722671,1.43958869250323,0.029051151006126,2,14.45614,0.60194,3
ddmof_14305,0.19268,0.72355,1.50902264298712,0.034431098351368,2,14.39336,0.69708,3
ddmof_14306,0.182189,0.700096,1.47466109409757,0.030733867312814,6,10.91586,0.49494,3
ddmof_14307,0.241427,0.700024,1.95434204160619,0.070255395729866,2,21.56514,0.6753,3
ddmof_14308,0.229514,0.929799,1.39877471725968,0.033451154572086,3,17.25423,0.66304,3
ddmof_14309,0.215264,0.861546,1.41586094455007,0.032509298920136,3,12.1121,0.54554,3
ddmof_1431,0.482685,2.068438,1.32235774047856,0.058573323592298,12,9.84158,0.42678,3
ddmof_14310,0.298732,1.23249,1.37349160371822,0.041173039285391,2,18.29727,0.654,3
ddmof_14311,0.423099,1.815479,1.32062172021819,0.051101235417657,8,21.32835,0.63496,3
ddmof_14312,0.28111,0.953251,1.67107788679652,0.062686600165084,2,24.93637,0.75528,3
ddmof_14313,0.251992,1.05734,1.35051607493017,0.032884894986937,3,14.60076,0.66512,3
ddmof_14314,0.232098,1.007797,1.30504655203379,0.026836564177821,2,18.91417,0.67274,3
ddmof_14315,0.242291,0.740518,1.85408367296046,0.064965323381328,2,26.51291,0.7445,3
ddmof_14316,0.139867,0.546288,1.4508458297943,0.022605481578295,2,14.81262,0.66638,3
ddmof_14317,0.100911,0.445644,1.28315202269076,0.010926452649503,2,15.05998,0.6511,3
ddmof_14318,0.166018,0.649637,1.44814514362123,0.026697701921034,3,12.91447,0.56388,3
ddmof_14319,0.22631,0.932439,1.37534287318885,0.031323789188227,2,14.55822,0.54292,3
ddmof_1432,0.225052,0.901643,1.41441198641443,0.033887413772349,21,14.71147,0.64542,3
ddmof_14320,0.184986,0.698592,1.50052391095232,0.032602472859911,2,12.06383,0.55792,3
ddmof_14321,0.299017,1.269453,1.33477148556636,0.037498801100222,2,17.5845,0.59638,3
ddmof_14322,0.303597,0.88939,1.9343403906048,0.086990528942438,2,24.31348,0.70954,3
ddmof_14323,0.166582,0.708237,1.33283726586816,0.020785623373393,4,14.81085,0.56326,3
ddmof_14324,0.165335,0.597975,1.566785122009,0.032241885578976,2,9.96078,0.41024,3
ddmof_14325,0.242188,1.012608,1.35531090675431,0.031978245175902,3,14.86923,0.53218,3
ddmof_14326,0.171027,0.703587,1.37744585957387,0.023785501000428,26,14.36498,0.58436,3
ddmof_14327,0.126287,0.579293,1.23534434790915,0.011591635264928,3,15.56204,0.61146,3
ddmof_14328,0.13107,0.537487,1.38185667746383,0.018410485605788,2,14.98176,0.5655,3
ddmof_14329,0.189956,0.793664,1.35626327177916,0.025139537058294,2,21.90304,0.8005,3
ddmof_1433,0.673538,2.773172,1.37629953473255,0.093428451713387,12,8.43951,0.42122,3
ddmof_14330,0.22247,0.705093,1.78793908510414,0.056140909250168,3,20.55138,0.6842,3
ddmof_14331,0.433397,1.778348,1.38100997854938,0.0607608797258,3,15.22122,0.5283,3
ddmof_14332,0.228296,0.880754,1.46882935908703,0.038118890100322,2,9.87391,0.48918,3
ddmof_14333,0.20087,0.770747,1.47683135105726,0.034013498534248,2,12.11088,0.5622,3
ddmof_14334,0.190093,0.741797,1.45214076986921,0.030796723366763,2,11.1451,0.49284,3
ddmof_14335,0.209118,0.804997,1.47205765984221,0.035116102813209,4,10.08007,0.44438,3
ddmof_14336,0.196573,0.732206,1.52131185303954,0.035819187862927,9,23.11758,0.7105,3
ddmof_14337,0.158371,0.567069,1.58258636368179,0.031574017565035,3,9.58507,0.4187,3
ddmof_14338,0.21081,0.883466,1.35216295816704,0.027622230759009,6,12.54058,0.54354,3
ddmof_14339,0.172945,0.73871,1.32666630567701,0.021231022064907,3,14.08057,0.64056,3
ddmof_1434,0.316243,1.289606,1.38960555911392,0.04518845018128,52,3.72359,0.03024,1
ddmof_14340,0.150484,0.610788,1.39613526570048,0.021809269503637,3,11.81615,0.55622,3
ddmof_14341,0.178189,0.557175,1.81224510551742,0.046011417518076,13,11.44968,0.41048,3
ddmof_14342,0.282109,1.144553,1.3967179035542,0.040936470276681,3,15.76732,0.68726,3
ddmof_14343,0.213152,0.740387,1.63139187118809,0.045307225482109,2,11.87034,0.56886,3
ddmof_14344,0.236175,0.908749,1.47271138675256,0.039705184742494,2,11.04985,0.50756,3
ddmof_14345,0.199241,0.863339,1.30775087576645,0.023216561417211,6,15.54785,0.56382,3
ddmof_14346,0.239282,0.795461,1.70458555898194,0.055422210859274,2,9.98764,0.51454,3
ddmof_14347,0.238014,0.898581,1.50097320108037,0.041979228527344,3,11.77436,0.49462,3
ddmof_14348,0.195598,0.735221,1.50755849828374,0.034870071731428,3,10.52139,0.45876,3
ddmof_14349,0.28387,1.212093,1.32712313879106,0.034890808388797,2,16.41308,0.71964,3
ddmof_1435,0.199044,0.861562,1.30915244637066,0.023286201671676,21,10.47817,0.49154,3
ddmof_14350,0.167275,0.692403,1.3689883877838,0.02281627057645,2,16.4475,0.633,3
ddmof_14351,0.148701,0.513064,1.64236625450236,0.032040606411864,2,10.85505,0.43094,3
ddmof_14352,0.138672,0.542683,1.44800555757228,0.022294329157701,2,15.7357,0.58312,3
ddmof_14353,0.209081,0.869826,1.36210268873698,0.028060729692407,3,13.8076,0.54258,3
ddmof_14354,0.281944,1.158227,1.37942101735382,0.03938668551016,2,17.22439,0.68732,3
ddmof_14355,0.172026,0.699144,1.3942964539494,0.02483283436309,4,16.74382,0.7069,3
ddmof_14356,0.313576,1.329802,1.33623702375742,0.039474044643419,54,28.08441,0.46898,3
ddmof_14357,0.215726,0.733091,1.66752467747297,0.047906762453659,3,21.43329,0.73988,3
ddmof_14358,0.266632,1.125408,1.34254836172008,0.034110215482783,2,15.36143,0.64682,3
ddmof_14359,0.21218,0.833791,1.44203203600583,0.033731296132893,2,18.12978,0.71102,3
ddmof_1436,0.507008,2.106562,1.36385510292758,0.068328572263285,20,11.09915,0.4711,3
ddmof_14360,0.310395,1.291642,1.36175890842819,0.041624039353038,3,15.22714,0.66842,3
ddmof_14361,0.166905,0.556338,1.70003666835629,0.038464640699637,2,11.39376,0.45194,3
ddmof_14362,0.180303,0.615556,1.65982786294017,0.039678028223075,2,10.79214,0.45084,3
ddmof_14363,0.367951,1.609778,1.29524423036386,0.04133990800668,18,13.01508,0.55448,3
ddmof_14364,0.234599,0.887835,1.4973439133773,0.041130263018267,4,10.2566,0.44414,3
ddmof_14365,0.319939,0.971797,1.86560327585562,0.086645654636481,3,24.58925,0.70866,3
ddmof_14366,0.213629,0.746999,1.62057021941573,0.044791133936195,2,25.89654,0.74942,3
ddmof_14367,0.191597,0.779086,1.39357700348015,0.027615061666951,5,13.43539,0.53372,3
ddmof_14368,0.180196,0.72267,1.41296949737317,0.027053327609163,2,14.62897,0.67282,3
ddmof_14369,0.274504,0.931072,1.67067924571533,0.061185041359536,2,21.66251,0.75472,3
ddmof_1437,0.280708,1.235021,1.28797701955405,0.030852086945948,21,15.47416,0.64906,3
ddmof_14370,0.329498,1.084036,1.72241081784492,0.077806585030021,2,24.75424,0.7643,3
ddmof_14371,0.24942,0.954409,1.48089550706249,0.04253219971523,5,10.90389,0.37002,3
ddmof_14372,0.219397,0.896395,1.38694399976201,0.031167302197321,2,19.79441,0.73316,3
ddmof_14373,0.176165,0.679368,1.46940735114597,0.029444607107678,8,10.67298,0.4386,3
ddmof_14374,0.29273,1.292629,1.28327875464138,0.031708807603615,2,18.6129,0.67622,3
ddmof_14375,0.248639,0.989126,1.42444373450231,0.038202213570502,4,21.51794,0.74566,3
ddmof_14376,0.275657,1.172201,1.33258403066823,0.034372940591005,21,14.71265,0.62962,3
ddmof_14377,0.186439,0.745357,1.41742502809616,0.028245526588607,2,16.54457,0.6854,3
ddmof_14378,0.472374,2.011683,1.33062018220565,0.058599934423237,65,27.58149,0.48736,3
ddmof_14379,0.270921,1.046375,1.46717859276072,0.045103735882167,3,16.4004,0.5868,3
ddmof_1438,0.302432,1.252315,1.36849062203466,0.04120388780946,20,7.92855,0.37432,3
ddmof_14380,0.171614,0.724024,1.3431589744723,0.02198845874973,3,14.64488,0.6163,3
ddmof_14381,0.176123,0.713134,1.39949901888472,0.025709131937652,3,15.27588,0.56686,3
ddmof_14382,0.262047,0.748846,1.98296178386477,0.077910332021171,2,24.685,0.70208,3
ddmof_14383,0.29433,1.07374,1.55332762121184,0.056294457898684,2,25.57228,0.72752,3
ddmof_14384,0.241385,0.845996,1.61684964625522,0.05036972007675,2,25.91188,0.7439,3
ddmof_14385,0.323656,1.276815,1.43642631600245,0.050905700900221,12,8.41496,0.34636,3
ddmof_14386,0.284834,0.94183,1.71374805785899,0.066636052855028,3,24.1772,0.70814,3
ddmof_14387,0.292347,1.062633,1.55898885127791,0.056377075283878,3,11.25106,0.52156,3
ddmof_14388,0.2169,0.879697,1.39718562186753,0.031505615972889,3,11.28314,0.53752,3
ddmof_14389,0.262668,1.059098,1.40539591237072,0.038821985266498,2,13.3008,0.5883,3
ddmof_1439,0.334898,1.393875,1.36149606911189,0.044881821577758,18,8.57507,0.37404,3
ddmof_14390,0.149683,0.608027,1.39500987072394,0.021640761088207,2,18.56959,0.7075,3
ddmof_14391,0.17952,0.73453,1.38494002967884,0.025389687393015,2,15.43173,0.5441,3
ddmof_14392,0.535798,2.262629,1.34188533191551,0.068429658925043,2,15.94929,0.60112,3
ddmof_14393,0.214826,0.813136,1.49710175583584,0.037648540008569,2,11.46793,0.44194,3
ddmof_14394,0.546801,2.130085,1.4546550959234,0.088997348644594,4,9.06593,0.34538,3
ddmof_14395,0.131733,0.596721,1.25098161452337,0.012811156364358,14,14.82905,0.5987,3
ddmof_14396,0.359569,1.44456,1.41050400583338,0.053710376266833,22,8.02317,0.27818,3
ddmof_14397,0.221022,0.818225,1.53070121299154,0.040864851813379,2,14.56277,0.6706,3
ddmof_14398,0.151098,0.577738,1.48202472400985,0.025815916611884,2,16.3873,0.69134,3
ddmof_14399,0.414084,1.756047,1.3362261944014,0.052124886090765,56,29.05004,0.4894,3
ddmof_144,0.572942,2.412293,1.34588598206492,0.073914256116158,12,9.39995,0.48912,3
ddmof_1440,0.246142,1.072329,1.30072455996869,0.028105808097584,19,9.57977,0.43582,3
ddmof_14400,0.214504,0.742565,1.63692426476695,0.045909987911018,2,26.24851,0.7873,3
ddmof_14401,0.146315,0.608523,1.36250944226156,0.019655886962813,3,14.35327,0.55492,3
ddmof_14402,0.216381,0.897522,1.36616038381232,0.029319990626606,3,10.3799,0.446,3
ddmof_14403,0.211251,0.790019,1.51526608853711,0.038128461434683,2,11.85954,0.43636,3
ddmof_14404,0.132656,0.566949,1.32589939012739,0.016251762286461,3,14.67797,0.5675,3
ddmof_14405,0.326671,1.263242,1.46538483257101,0.054211605200884,2,11.57897,0.44022,3
ddmof_14406,0.369226,1.501208,1.3937313594563,0.053234662013707,3,18.54008,0.6471,3
ddmof_14407,0.234315,0.998217,1.33015666934144,0.029032283720414,2,17.43056,0.74964,3
ddmof_14408,0.39897,1.682211,1.34396339103715,0.051222736494382,10,7.9392,0.3361,3
ddmof_14409,0.263306,1.054636,1.41476996170559,0.039676483241212,12,8.58356,0.34004,3
ddmof_1441,0.362406,1.534935,1.33792896767616,0.045820098384877,22,10.21677,0.44442,3
ddmof_14410,0.343655,1.036612,1.87859906438796,0.094104458221723,2,21.14909,0.60828,3
ddmof_14411,0.359612,1.552051,1.31297317764257,0.042526224204987,2,17.15773,0.6043,3
ddmof_14412,0.16145,0.53349,1.71490249739139,0.037817956426405,3,21.04322,0.7296,3
ddmof_14413,0.173245,0.616898,1.5913840969928,0.034956512258592,2,21.44827,0.74652,3
ddmof_14414,0.139139,0.54295,1.45216748012401,0.02254284258529,2,13.3926,0.65418,3
ddmof_14415,0.245268,0.904257,1.53700994296975,0.045785815208219,3,12.08281,0.56616,3
ddmof_14416,0.214425,0.772148,1.57362966685143,0.042220825965451,2,21.58772,0.69478,3
ddmof_14417,0.286895,1.177158,1.38107062376787,0.04022723708753,4,15.33975,0.53864,3
ddmof_14418,0.241999,1.021776,1.34210205237417,0.030923973014507,17,15.10201,0.65194,3
ddmof_14419,0.427312,1.808458,1.33894990465173,0.054167918809329,4,14.21325,0.5114,3
ddmof_1442,0.44655,1.918025,1.31929980057611,0.053739388491824,20,9.2579,0.48272,3
ddmof_14420,0.292088,1.12087,1.47667912722558,0.049446448949168,2,9.05788,0.47888,3
ddmof_14421,0.229411,0.884526,1.46970882333212,0.038364700097311,2,21.59114,0.7496,3
ddmof_14422,0.164409,0.660441,1.41064985365839,0.024565865880047,2,18.8739,0.6887,3
ddmof_14423,0.256502,0.989878,1.46837421715942,0.042793960105785,2,17.12184,0.6265,3
ddmof_14424,0.343034,1.410093,1.37853271616364,0.047824797763383,3,15.26974,0.62326,3
ddmof_14425,0.161321,0.72275,1.26482508935778,0.016459657736987,2,21.66068,0.74874,3
ddmof_14426,0.300703,1.285769,1.32526423227397,0.03677672171054,58,28.21229,0.48424,3
ddmof_14427,0.183356,0.716533,1.45006208134634,0.029591200702461,2,8.50084,0.4391,3
ddmof_14428,0.183079,0.664127,1.562122405303,0.035465159737949,4,10.6058,0.45846,3
ddmof_14429,0.28928,1.186745,1.38130207696964,0.040582704962405,2,16.40033,0.69128,3
ddmof_1443,0.3987,1.764973,1.2800762391266,0.042754927911394,13,4.90355,0.12918,3
ddmof_14430,0.316382,1.325106,1.35297201381122,0.041537417336174,2,16.33386,0.57632,3
ddmof_14431,0.232992,0.685753,1.92531130013285,0.066286447629986,2,21.79699,0.7514,3
ddmof_14432,0.174414,0.656977,1.50438447616888,0.030933865288943,3,10.83572,0.55718,3
ddmof_14433,0.194003,0.673505,1.63228236365481,0.041282924301119,2,12.80587,0.57754,3
ddmof_14434,0.251836,1.06286,1.34267040500787,0.032227305936325,2,16.79974,0.7186,3
ddmof_14435,0.229963,0.946775,1.37638157605204,0.031904802304025,3,13.87788,0.46676,3
ddmof_14436,0.310306,1.313349,1.33886778507972,0.039327466250441,19,13.72689,0.58526,3
ddmof_14437,0.261482,1.009996,1.46706653623711,0.043523629468573,2,11.91893,0.5588,3
ddmof_14438,0.233522,0.995541,1.32921831781246,0.028862459281561,3,16.1386,0.67032,3
ddmof_14439,0.173607,0.625814,1.5719894409521,0.034105029970742,2,10.51521,0.44266,3
ddmof_1444,0.573039,2.463359,1.31820859241385,0.068755590543409,13,8.45307,0.4532,3
ddmof_14440,0.265356,1.097719,1.36982597550011,0.036264983170337,2,10.65273,0.4974,3
ddmof_14441,0.179672,0.672491,1.51398506944083,0.032362806727542,2,11.38732,0.44578,3
ddmof_14442,0.195746,0.813532,1.36347105379178,0.026356400724852,2,15.70323,0.5367,3
ddmof_14443,0.279445,1.08477,1.45977641957896,0.045908997404172,4,9.92687,0.36064,3
ddmof_14444,0.19799,0.772478,1.45239519226869,0.032091170074264,2,19.0659,0.7243,3
ddmof_14445,0.229589,1.036717,1.25492717234629,0.022641728071473,2,15.87937,0.70818,3
ddmof_14446,0.182866,0.728515,1.42240127748456,0.027982545496451,2,16.05927,0.70288,3
ddmof_14447,0.175365,0.724977,1.37071245018808,0.024015597981628,2,14.89323,0.6444,3
ddmof_14448,0.266131,1.085424,1.38938854002368,0.038009817404342,3,14.37085,0.61018,3
ddmof_14449,0.136952,0.575364,1.34881802360477,0.017797372639133,4,15.17469,0.55792,3
ddmof_1445,0.314111,1.353063,1.31550588060817,0.037408356559722,19,10.76574,0.48436,3
ddmof_14450,0.236683,0.954338,1.40537594297478,0.034979975845199,2,11.08968,0.54156,3
ddmof_14451,0.194695,0.751096,1.46888236213036,0.032511537078596,16,6.08914,0.1549,2
ddmof_14452,0.240402,0.965725,1.41062724895804,0.035919008248036,3,15.71971,0.50554,3
ddmof_14453,0.260739,1.097608,1.3461281258883,0.033657858448078,2,15.73119,0.66252,3
ddmof_14454,0.412595,1.67038,1.39970445846654,0.060253866161025,5,13.34302,0.54244,3
ddmof_14455,0.165438,0.576243,1.62688657389331,0.034966524877095,4,9.55335,0.45704,3
ddmof_14456,0.332917,1.336059,1.41201074703038,0.04988361818184,16,10.60445,0.45102,3
ddmof_14457,0.124945,0.527464,1.34231277711212,0.015974683562544,2,14.98717,0.55324,3
ddmof_14458,0.123845,0.509823,1.37653329358097,0.01718804133076,2,16.41546,0.62244,3
ddmof_14459,0.210143,0.795122,1.49764480587046,0.036860936631559,2,18.85231,0.77054,3
ddmof_1446,0.551276,2.236699,1.39665521973825,0.079984198671315,20,6.62691,0.26774,3
ddmof_14460,0.253532,0.965112,1.48861617442673,0.04380595198201,4,23.78813,0.78142,3
ddmof_14461,0.187843,0.757025,1.40608786587849,0.027803104603311,3,16.63513,0.58388,3
ddmof_14462,0.12134,0.420827,1.63390973804754,0.025873092941366,2,13.5805,0.61128,3
ddmof_14463,0.295849,1.241391,1.35048318109819,0.038605093372025,2,16.13712,0.62616,3
ddmof_14464,0.210365,0.858749,1.38814523607403,0.029963319208433,2,15.62553,0.6008,3
ddmof_14465,0.215406,0.784765,1.55541340401267,0.041324744415289,2,21.67874,0.7508,3
ddmof_14466,0.259503,0.675943,2.175504443422,0.087597826106004,2,21.37183,0.74252,3
ddmof_14467,0.198577,0.784916,1.43361794977637,0.031064081226227,2,16.47434,0.65896,3
ddmof_14468,0.281541,1.171188,1.36220572615157,0.037794824435815,3,12.38378,0.35282,3
ddmof_14469,0.257198,1.124955,1.29556767455883,0.028924513695235,2,17.40082,0.6959,3
ddmof_1447,0.108865,0.403703,1.52810770954555,0.020047921597142,20,3.85491,0.00922,1
ddmof_14470,0.236365,1.036491,1.29224630668927,0.026318131740919,3,11.3538,0.51116,3
ddmof_14471,0.245605,1.132768,1.22863787348042,0.021962956608549,2,15.15989,0.6801,3
ddmof_14472,0.214107,0.819572,1.48037390247593,0.036477713688197,2,11.49798,0.45358,3
ddmof_14473,0.340033,1.449124,1.32966790051553,0.042076766285199,7,9.68338,0.38364,3
ddmof_14474,0.180595,0.827557,1.23661773952328,0.016657265110412,2,15.62511,0.66024,3
ddmof_14475,0.181447,0.790094,1.30136371959117,0.020757300007002,2,14.24311,0.54672,3
ddmof_14476,0.216045,0.939365,1.3032793429604,0.024853279220576,2,11.78039,0.44428,3
ddmof_14477,0.169978,0.661927,1.45515844899312,0.027691164468726,4,11.30315,0.44276,3
ddmof_14478,0.216243,0.720872,1.69985378818986,0.049824888575626,2,21.78213,0.80018,3
ddmof_14479,0.23868,1.005988,1.34446931772546,0.030682527760075,2,17.9327,0.7278,3
ddmof_1448,0.242402,0.982074,1.39868414532238,0.035322735083266,15,7.94558,0.33916,3
ddmof_14480,0.237958,0.954387,1.41287409265494,0.035718319540618,2,15.28345,0.61738,3
ddmof_14481,0.195519,0.785744,1.41005340161681,0.029178387571068,4,10.30101,0.37206,3
ddmof_14482,0.160677,0.647793,1.40554621615238,0.023755312006797,2,9.61791,0.42138,3
ddmof_14483,0.242752,0.920606,1.49422735314202,0.042339998458588,6,10.87,0.43106,3
ddmof_14484,0.228666,0.849569,1.52521337289849,0.041921476000197,2,16.10917,0.69526,3
ddmof_14485,0.20509,0.766624,1.51596697555342,0.03705765888938,3,11.75643,0.55888,3
ddmof_14486,0.320658,0.978123,1.85770296782716,0.086249394362683,2,24.91545,0.76544,3
ddmof_14487,0.255928,1.025811,1.41376790331422,0.038485970900656,2,11.4052,0.51878,3
ddmof_14488,0.32528,1.432085,1.28711168215108,0.035655967975172,2,18.57692,0.59264,3
ddmof_14489,0.202605,0.813919,1.41057648242638,0.03026850601929,3,13.26745,0.55364,3
ddmof_1449,0.585048,2.40238,1.37999483845187,0.081835029404135,128,7.55519,0.28602,3
ddmof_14490,0.22627,0.764796,1.67652114637978,0.050777032499719,2,10.82243,0.46396,3
ddmof_14491,0.242595,0.938597,1.4646381780466,0.040205354380022,4,10.33942,0.45256,3
ddmof_14492,0.254401,0.828622,1.73976272252808,0.061180901854087,2,20.13463,0.69048,3
ddmof_14493,0.29348,1.320257,1.25964364008927,0.029420694487173,3,15.26337,0.7023,3
ddmof_14494,0.235406,0.941775,1.41643952465646,0.035592925076585,3,15.74006,0.62876,3
ddmof_14495,0.342607,1.395439,1.39127519487894,0.049134312128131,2,15.22978,0.65542,3
ddmof_14496,0.219572,0.752589,1.653281317337,0.047942834367728,2,21.90729,0.74412,3
ddmof_14497,0.083695,0.360375,1.31605041045208,0.009982513976799,20,13.98455,0.6188,3
ddmof_14498,0.11499,0.491976,1.32447517765094,0.014033819261812,24,9.69447,0.43844,3
ddmof_14499,0.192429,0.844065,1.29188036466386,0.021402395471554,2,14.47627,0.58028,3
ddmof_145,0.272816,1.221584,1.26553502119652,0.027902029391855,19,12.74472,0.58666,3
ddmof_1450,0.603126,2.444332,1.39822004539482,0.087800383513609,14,8.6803,0.42706,3
ddmof_14500,0.280045,1.122731,1.41344780420837,0.042085099729268,3,15.47627,0.63706,3
ddmof_14501,0.159347,0.679642,1.32859113082083,0.019662041277491,4,13.81397,0.55794,3
ddmof_14502,0.341435,1.421191,1.36139219382429,0.045746573028132,11,11.21312,0.40698,3
ddmof_14503,0.222346,0.993191,1.26859855422237,0.022973725266125,14,14.50577,0.61078,3
ddmof_14504,0.162418,0.658776,1.39708894475006,0.023587000738338,2,21.46362,0.71836,3
ddmof_14505,0.209643,0.715829,1.65958210689983,0.046121196636738,2,21.48954,0.74958,3
ddmof_14506,0.181739,0.637973,1.61426006011749,0.037796896211399,2,11.41104,0.50028,3
ddmof_14507,0.246964,0.919513,1.52196071906179,0.045047084066542,4,7.85333,0.37306,3
ddmof_14508,0.28571,1.332891,1.2146704669274,0.024130630130093,2,18.48195,0.7087,3
ddmof_14509,0.239466,0.855492,1.58619133785003,0.047978347854066,3,8.94415,0.36088,3
ddmof_1451,0.465399,1.933294,1.36412827019584,0.062761479570405,22,9.70843,0.5021,3
ddmof_14510,0.250579,0.952865,1.49018766212073,0.043410547361049,4,10.68908,0.50312,3
ddmof_14511,0.390093,1.411474,1.56611244698804,0.075999065608138,5,8.43389,0.37656,3
ddmof_14512,0.167549,0.64752,1.46627800428301,0.027849378157045,2,11.58255,0.53844,3
