MOF_no,propane_avg(mol/kg),propylene_avg(mol/kg),C3H8/C3H6 Selectivity (1Bar),TSN,oms,Df,AV_Volume_fraction_1.9,channel_dimentionality
ddmof_14037,0.209362,0.700941,1.6925599539286,0.04784844174655,2,21.48756,0.74384,3
ddmof_14038,0.15323,0.599587,1.44816904524837,0.02464233523397,4,11.12286,0.43308,3
ddmof_14039,0.319042,0.997308,1.81278468303339,0.082423295678797,2,24.68763,0.71156,3
ddmof_1404,0.148363,0.460036,1.82751712184844,0.038850550976367,32,10.74785,0.53568,3
ddmof_14040,0.255139,1.025698,1.40956467368238,0.038037399594667,2,14.59452,0.5621,3
ddmof_14041,0.309252,1.110311,1.57832174949181,0.061292367505955,3,11.50038,0.5347,3
ddmof_14042,0.210959,0.920949,1.29804618207233,0.023899575515581,2,16.60408,0.7119,3
ddmof_14043,0.175403,0.687281,1.44620662193969,0.028104883338156,2,21.67861,0.77346,3
ddmof_14044,0.193912,0.801862,1.37035383478288,0.026533506295496,2,12.95938,0.5996,3
ddmof_14045,0.197368,0.826207,1.35367851720775,0.025956958455668,17,10.40617,0.4004,3
ddmof_14046,0.311132,1.180541,1.49345201338482,0.054196479057836,4,8.503,0.33852,3
ddmof_14047,0.223305,0.907607,1.39421026942278,0.032229225967525,2,10.32925,0.49898,3
ddmof_14048,0.227144,0.858099,1.50000097113892,0.0399981368138,2,17.87246,0.65806,3
ddmof_14049,0.212318,0.776595,1.54924424356754,0.040365875047734,2,21.45595,0.75184,3
ddmof_1405,0.400332,1.649448,1.37533768872981,0.055409689596757,12,11.22217,0.58746,3
ddmof_14050,0.199267,0.842049,1.34099044909105,0.025391733912293,3,16.80336,0.6582,3
ddmof_14051,0.33283,1.405923,1.34149357160148,0.04246531236884,4,15.31569,0.54246,3
ddmof_14052,0.152768,0.597172,1.44964153264609,0.024635462880828,2,11.6174,0.53922,3
ddmof_14053,0.258565,0.829812,1.76570315525284,0.063844273312632,3,24.0692,0.77404,3
ddmof_14054,0.316536,1.341434,1.33715412014307,0.039940976791065,2,15.5552,0.642,3
ddmof_14055,0.226466,0.928349,1.38235440909974,0.031845513509495,4,20.76746,0.71884,3
ddmof_14056,0.264932,1.123609,1.33612433981335,0.03334086441769,20,12.85005,0.54036,3
ddmof_14057,0.226928,0.706733,1.81953486441603,0.058992289473951,3,20.73478,0.67348,3
ddmof_14058,0.229849,0.921469,1.41347963595809,0.034543904151867,6,16.9409,0.65146,3
ddmof_14059,0.241452,1.057253,1.29413489486433,0.027037685731207,2,14.30545,0.52248,3
ddmof_1406,0.341891,1.466296,1.3212764225868,0.04136665206947,20,8.52249,0.45752,3
ddmof_14060,0.202919,0.686046,1.67608926126431,0.045514152073191,2,21.45648,0.74176,3
ddmof_14061,0.223595,0.843371,1.50234989504421,0.039525132088542,2,26.12989,0.83234,3
ddmof_14062,0.261853,1.144208,1.29682161518419,0.029558029652657,4,14.28095,0.60416,3
ddmof_14063,0.185733,0.687023,1.53195307871789,0.034406195719091,2,10.6526,0.43904,3
ddmof_14064,0.221058,0.862229,1.45281821882586,0.035858100561493,5,8.83429,0.3739,3
ddmof_14065,0.236617,0.830407,1.61466565993142,0.049235882686937,2,8.66317,0.41848,3
ddmof_14066,0.101924,0.438519,1.31709078359965,0.012191711704377,3,14.94348,0.60258,3
ddmof_14067,0.237928,0.822318,1.63958306478353,0.051091094069719,2,21.41991,0.69492,3
ddmof_14068,0.19345,0.723245,1.51569200847108,0.034939190364384,5,10.53122,0.51028,3
ddmof_14069,0.18048,0.754831,1.35489930858696,0.02380657917741,2,19.28805,0.75202,3
ddmof_1407,0.380772,1.535173,1.40551455764269,0.056291561197111,21,4.43353,0.13662,3
ddmof_14070,0.207887,0.760792,1.54842103141638,0.039475467325625,4,11.05103,0.40196,3
ddmof_14071,0.177104,0.644886,1.55622750894473,0.034016912165508,3,11.73138,0.5366,3
ddmof_14072,0.198034,0.787439,1.42511695085799,0.03046763105922,2,14.96437,0.60912,3
ddmof_14073,0.278988,1.173316,1.34740513212127,0.036128443040655,2,17.5063,0.71784,3
ddmof_14074,0.197977,0.781281,1.4359361953851,0.031109144171192,3,14.26213,0.5855,3
ddmof_14075,0.158737,0.640934,1.40343571516984,0.023364899749781,2,16.46492,0.6384,3
ddmof_14076,0.257838,1.058103,1.38085044650663,0.036135130578468,2,17.16773,0.69926,3
ddmof_14077,0.158361,0.668863,1.341648439217,0.020212996883475,2,12.96138,0.59476,3
ddmof_14078,0.135537,0.549509,1.39768957378314,0.019708533503884,5,10.73099,0.4384,3
ddmof_14079,0.341664,1.492577,1.29714982878605,0.038604664103872,2,15.29936,0.62072,3
ddmof_1408,0.350192,1.458913,1.36020539492988,0.046787224626289,19,10.23344,0.44016,3
ddmof_14080,0.171263,0.595945,1.62848976555443,0.036270940197795,2,10.60398,0.49264,3
ddmof_14081,0.316148,1.123819,1.59412265972842,0.06402684151595,4,10.44852,0.43844,3
ddmof_14082,0.153704,0.594669,1.4646624144412,0.025474522389771,3,10.10855,0.42334,3
ddmof_14083,0.426738,1.745217,1.38560534306049,0.060442978018262,3,10.99654,0.42148,3
ddmof_14084,0.278167,0.888571,1.77394903352311,0.069247209581047,2,24.33462,0.71348,3
ddmof_14085,0.307311,1.310649,1.32867686161589,0.037928130629603,2,16.05744,0.61336,3
ddmof_14086,0.235338,0.956992,1.39351426135224,0.033914892814321,3,15.39077,0.67542,3
ddmof_14087,0.271648,1.193268,1.2900192301031,0.030043232273663,2,18.02677,0.72948,3
ddmof_14088,0.121125,0.453669,1.51294225525659,0.021780982451733,6,10.37635,0.49138,3
ddmof_14089,0.218245,0.935607,1.32183883475291,0.026446603261788,3,13.94508,0.54022,3
ddmof_1409,0.609641,2.598242,1.32960376028612,0.075426146873167,21,7.29565,0.20678,3
ddmof_14090,0.241422,1.076369,1.27099349758308,0.025142490702444,3,17.22843,0.68866,3
ddmof_14091,0.158119,0.692373,1.29411121847135,0.017704837746323,22,12.93014,0.51572,3
ddmof_14092,0.208083,0.862187,1.36761166661061,0.028291546678313,3,12.87906,0.59684,3
ddmof_14093,0.1867,0.614183,1.72255934577588,0.044093721868866,2,9.60393,0.41032,3
ddmof_14094,0.186413,0.764671,1.38143114271802,0.026159195069434,2,18.43871,0.72566,3
ddmof_14095,0.195678,0.789263,1.4049081231478,0.028891450392268,2,24.06553,0.75294,3
ddmof_14096,0.211728,0.861349,1.39292203276488,0.030473335196162,2,18.27955,0.74942,3
ddmof_14097,0.225263,0.755726,1.6890914608381,0.051281835214455,2,26.28821,0.78718,3
ddmof_14098,0.187141,0.692897,1.53048096133576,0.034588883927129,5,9.61694,0.39166,3
ddmof_14099,0.138243,0.568996,1.37677066271116,0.019196644602475,2,14.23778,0.69444,3
ddmof_141,0.484631,1.934811,1.41938532152925,0.0737125251859,19,7.32331,0.26992,3
ddmof_1410,0.367897,1.618523,1.28805686830936,0.040444770583221,20,5.36108,0.15734,3
ddmof_14100,0.18132,0.711618,1.4438645453038,0.028925336321206,2,12.43863,0.55442,3
ddmof_14101,0.242602,0.931133,1.4764213776836,0.041050763238748,2,16.09387,0.6215,3
ddmof_14102,0.168708,0.672173,1.42227075470154,0.025809334493244,3,11.3686,0.49106,3
ddmof_14103,0.254871,1.063153,1.35847709595891,0.033911177996809,3,15.28408,0.6113,3
ddmof_14104,0.212744,0.849196,1.41963614210775,0.032374753770887,2,14.40078,0.55924,3
ddmof_14105,0.234776,0.784378,1.69611760316242,0.053870752817579,3,10.30889,0.48734,3
ddmof_14106,0.309929,1.330626,1.31987826281264,0.037356943806223,3,15.30465,0.70294,3
ddmof_14107,0.288881,1.171658,1.39715884100423,0.041958747109268,2,10.84992,0.36444,3
ddmof_14108,0.204273,0.819829,1.41193712347331,0.030603232441018,3,14.855,0.5828,3
ddmof_14109,0.24165,0.848103,1.61460341491541,0.050279116685409,3,10.86968,0.40798,3
ddmof_1411,0.418545,1.816325,1.30579879702146,0.048499430987471,21,10.48258,0.54742,3
ddmof_14110,0.118881,0.462471,1.45665133597566,0.019419878449975,8,9.24912,0.42124,3
ddmof_14111,0.199973,0.823019,1.37685804742458,0.027774083447199,2,17.25157,0.71928,3
ddmof_14112,0.155018,0.659967,1.33102917772151,0.019251309629039,2,15.6909,0.6119,3
ddmof_14113,0.242252,0.901724,1.52237417805596,0.044216176373097,2,15.83646,0.60872,3
ddmof_14114,0.165886,0.751652,1.25060622025441,0.016110945270441,4,13.9605,0.55712,3
ddmof_14115,0.224496,0.901369,1.41134651846247,0.033592157296479,2,12.59151,0.5532,3
ddmof_14116,0.16898,0.734907,1.30295851493227,0.019420970823356,4,14.22091,0.62696,3
ddmof_14117,0.201136,0.707402,1.61120645215403,0.041665562227777,2,11.90983,0.50656,3
ddmof_14118,0.273553,1.280362,1.2106995261236,0.022714848786264,3,13.66185,0.34972,3
ddmof_14119,0.212809,0.888746,1.35687549273546,0.028205704542515,5,14.01451,0.55634,3
ddmof_1412,0.42375,1.773938,1.35362678966232,0.055722676211956,58,11.62459,0.51268,3
ddmof_14120,0.173988,0.665329,1.48187137491377,0.029718978824856,3,11.19163,0.49722,3
ddmof_14121,0.22928,0.727413,1.78612883373453,0.05775856252099,2,26.14653,0.77576,3
ddmof_14122,0.164574,0.679504,1.37245108196567,0.022628410527783,3,9.85847,0.39302,3
ddmof_14123,0.104091,0.350139,1.6846138247953,0.02357664901553,4,9.91764,0.41464,3
ddmof_14124,0.264367,0.999488,1.49884707636977,0.046464436771414,2,17.17578,0.69206,3
ddmof_14125,0.128083,0.509831,1.42361619177074,0.019647025230337,2,15.78911,0.68852,3
ddmof_14126,0.295594,1.245994,1.3443344563992,0.037985995733751,2,15.42812,0.60658,3
ddmof_14127,0.177148,0.693935,1.44658889761529,0.028404818667505,2,14.08145,0.54724,3
ddmof_14128,0.163067,0.590244,1.56553278531139,0.031742975589788,2,22.38066,0.7319,3
ddmof_14129,0.306029,1.147301,1.5115164488947,0.05490554354863,5,11.37722,0.45478,3
ddmof_1413,0.923948,3.720704,1.40718136496032,0.13706775528724,11,7.09175,0.3065,3
ddmof_14130,0.190151,0.751361,1.43409404178994,0.029773393198083,4,14.2983,0.59194,3
ddmof_14131,0.266742,1.04876,1.44126206186353,0.042343413278818,2,16.09797,0.66008,3
ddmof_14132,0.143671,0.552401,1.47381280386289,0.024200277299515,4,11.71349,0.53788,3
ddmof_14133,0.266626,1.028839,1.46852973756503,0.0444952788652,3,16.33425,0.67672,3
ddmof_14134,0.177021,0.707311,1.4182149012245,0.026861528407572,3,14.32455,0.58148,3
ddmof_14135,0.190616,0.77803,1.3883235008076,0.027161002549554,3,10.8486,0.4732,3
ddmof_14136,0.215553,0.898523,1.35941650909326,0.028744540011254,20,11.50189,0.38284,3
ddmof_14137,0.299358,1.137334,1.49152491704284,0.051977683102828,3,12.51209,0.5309,3
ddmof_14138,0.322887,1.386063,1.32006481667861,0.038938640450118,2,18.31859,0.71658,3
ddmof_14139,0.181497,0.661539,1.55468233921205,0.034782387293946,3,11.84678,0.50284,3
ddmof_1414,0.59768,2.497491,1.3561023176193,0.079068556410795,12,7.10362,0.35766,3
ddmof_14140,0.217294,0.933368,1.31923599980572,0.026145356008744,3,14.33554,0.60806,3
ddmof_14141,0.242408,0.950427,1.44529283504502,0.038774577612691,2,14.6212,0.53142,3
ddmof_14142,0.417893,1.732536,1.36681738984548,0.056712466152758,2,18.00822,0.59846,3
ddmof_14143,0.179659,0.715737,1.42240469148118,0.027491990786135,2,14.55461,0.62848,3
ddmof_14144,0.218289,0.882969,1.400922342687,0.031960579116987,5,10.34745,0.35228,3
ddmof_14145,0.185649,0.713166,1.47512781035551,0.031343055836435,3,10.2537,0.44972,3
ddmof_14146,0.147517,0.608847,1.37297164421713,0.020307421513212,2,14.81586,0.4657,3
ddmof_14147,0.194241,0.711454,1.54711197069663,0.036812893556049,3,10.07435,0.52098,3
ddmof_14148,0.220889,0.786889,1.59070000131319,0.044528633897244,2,10.76281,0.38724,3
ddmof_14149,0.292897,1.180657,1.40578480173892,0.043324985577549,2,16.41299,0.71964,3
ddmof_1415,0.26217,1.37581,1.07982206845422,0.008743945999974,23,4.01688,0.00316,1
ddmof_14150,0.209405,0.761193,1.558905997997,0.040377457028935,2,18.93461,0.73724,3
ddmof_14151,0.228323,0.957489,1.35127435754701,0.029851756245843,2,19.03081,0.74012,3
ddmof_14152,0.269539,1.052608,1.45105078687096,0.043579769835805,12,9.97627,0.4302,3
ddmof_14153,0.294462,1.263422,1.3207131109004,0.03557350933596,51,31.05264,0.54874,3
ddmof_14154,0.166486,0.728631,1.29478524337651,0.018679353127982,2,21.45773,0.7721,3
ddmof_14155,0.190894,0.760423,1.42254069993499,0.029219132980999,2,18.61088,0.71158,3
ddmof_14156,0.223284,0.876853,1.4429739078272,0.035559870036536,2,17.6922,0.66052,3
ddmof_14157,0.410665,1.763789,1.31937644846785,0.049431223453752,3,15.60191,0.55354,3
ddmof_14158,0.286447,1.113442,1.45782148209486,0.046892618682713,2,11.60237,0.54202,3
ddmof_14159,0.701245,2.943603,1.34995162957324,0.091384991396251,3,14.94026,0.43948,3
ddmof_1416,0.868948,3.554451,1.38531623214574,0.122998653545509,22,8.69391,0.45882,3
ddmof_14160,0.263124,0.923095,1.61525736787655,0.054793397153642,3,10.36583,0.41896,3
ddmof_14161,0.215208,0.755298,1.61461039218957,0.04477784292712,3,20.78303,0.69764,3
ddmof_14162,0.361209,1.484385,1.37892191042081,0.050402985523555,2,13.25538,0.50872,3
ddmof_14163,0.237346,0.916967,1.46674925778863,0.039483902012036,3,11.7573,0.55196,3
ddmof_14164,0.181142,0.675587,1.51937697636771,0.032907259447244,3,10.9027,0.35274,3
ddmof_14165,0.164546,0.62841,1.483788184996,0.028198562070721,4,9.86804,0.37516,3
ddmof_14166,0.204172,0.884502,1.3080520639486,0.023811565708236,2,16.91909,0.69332,3
ddmof_14167,0.204828,0.832196,1.39473393287158,0.029595877740991,3,11.20371,0.52088,3
ddmof_14168,0.171023,0.597483,1.62202160284616,0.035924515725426,3,8.87801,0.41472,3
ddmof_14169,0.155536,0.590114,1.49356000140086,0.027097897882623,2,12.00667,0.55122,3
ddmof_1417,0.107278,0.354247,1.71605875749595,0.025160140408257,32,10.06807,0.49732,3
ddmof_14170,0.235077,0.851158,1.56504785245513,0.045728969549883,4,10.29252,0.44126,3
ddmof_14171,0.240767,0.958101,1.42401096892012,0.036960945034534,6,10.33748,0.43192,3
ddmof_14172,0.249662,1.076635,1.31404917482093,0.029612813736217,3,16.45454,0.67054,3
ddmof_14173,0.146127,0.485741,1.70472124033178,0.033850812344381,2,11.78914,0.50266,3
ddmof_14174,0.137625,0.536874,1.45262203049505,0.022316255207503,2,14.59113,0.63076,3
ddmof_14175,0.312311,1.24442,1.4221583816825,0.047767331963521,2,14.34457,0.64144,3
ddmof_14176,0.33503,1.378381,1.37734293590331,0.046583270057857,2,15.97171,0.60488,3
ddmof_14177,0.200751,0.863795,1.31696640985419,0.02400474022223,2,17.47599,0.71618,3
ddmof_14178,0.164584,0.581436,1.60403323266304,0.033774835944472,5,10.97723,0.4862,3
ddmof_14179,0.354298,1.529694,1.31247731027687,0.041839690039901,16,14.57166,0.62824,3
ddmof_1418,0.812787,3.321694,1.38657955850238,0.11537088276964,20,5.30598,0.22294,3
ddmof_14180,0.146299,0.564454,1.46872493890851,0.024423223709629,2,16.4867,0.58406,3
ddmof_14181,0.240658,0.878433,1.55245609701214,0.045970329270799,2,12.77082,0.578,3
ddmof_14182,0.213265,0.811632,1.48897735262615,0.036870978977719,2,12.04336,0.58528,3
ddmof_14183,0.224127,0.834546,1.52184900532745,0.040874391700049,4,11.65526,0.39118,3
ddmof_14184,0.189296,0.773574,1.38665122319692,0.026873830491051,4,10.71609,0.4534,3
ddmof_14185,0.212846,0.890087,1.3550667893513,0.02808730747296,2,12.50001,0.5672,3
ddmof_14186,0.217649,0.712128,1.73191383197028,0.051915006475729,2,26.5559,0.74814,3
ddmof_14187,0.260514,1.05816,1.39510660013609,0.037672250466375,3,16.54472,0.67118,3
ddmof_14188,0.209361,0.710961,1.66869772040942,0.04655721192581,2,21.79515,0.74518,3
ddmof_14189,0.278225,0.961789,1.6392455448475,0.059719330241958,3,10.7859,0.4984,3
ddmof_1419,0.670678,2.889856,1.31512043045282,0.0797875601093,21,9.05292,0.30128,3
ddmof_14190,0.187706,0.65094,1.63404819696644,0.040031094203664,2,26.86557,0.78762,3
ddmof_14191,0.21392,0.84995,1.42621722846442,0.032983400312175,2,17.14072,0.6947,3
ddmof_14192,0.224618,0.941293,1.35222011991307,0.029435603453311,5,9.87716,0.30662,3
ddmof_14193,0.225576,0.872001,1.46589740149381,0.037468980033111,3,16.24428,0.57204,3
ddmof_14194,0.254077,0.99591,1.4456825081249,0.040670848909439,2,7.10589,0.33614,3
ddmof_14195,0.175684,0.581027,1.71341894037053,0.041086086262313,2,11.59299,0.51772,3
ddmof_14196,0.244118,0.967193,1.4302578010111,0.037939434239953,2,15.8775,0.61922,3
ddmof_14197,0.154777,0.639459,1.37158076853507,0.021238714627236,4,16.45125,0.63108,3
ddmof_14198,0.289081,1.123929,1.45749924298302,0.047296061917189,9,12.4466,0.5329,3
ddmof_14199,0.188201,0.737145,1.44676058758227,0.030186813553425,2,24.40687,0.73812,3
ddmof_142,0.495853,2.060178,1.36387907582096,0.066829017796832,126,6.5003,0.16756,3
ddmof_1420,0.661848,2.702656,1.38769861943214,0.094177764558621,20,9.49189,0.3789,3
ddmof_14200,0.183063,0.707725,1.46576283160832,0.030400119988568,2,10.64954,0.43716,3
ddmof_14201,0.270169,0.979963,1.56226068399181,0.052346190261064,3,10.36663,0.416,3
ddmof_14202,0.271205,1.016293,1.51219021810967,0.048710160334486,2,11.28971,0.5446,3
ddmof_14203,0.17597,0.799239,1.24764098515379,0.016908892709242,2,16.00919,0.65812,3
ddmof_14204,0.228742,1.020797,1.26979670460108,0.023728367381614,3,14.29923,0.59888,3
ddmof_14205,0.16241,0.570851,1.61219535979324,0.033686703270832,2,13.18652,0.57812,3
ddmof_14206,0.280001,1.170244,1.35584744150223,0.037019163471622,5,14.88057,0.5342,3
ddmof_14207,0.393493,1.729386,1.28935568269124,0.043430900071154,3,15.36927,0.55094,3
ddmof_14208,0.238414,0.900984,1.49948574743466,0.041947117563648,3,14.55671,0.65816,3
ddmof_14209,0.179291,0.718007,1.41500338204688,0.027029458967176,5,11.66444,0.41238,3
ddmof_1421,0.424616,1.750344,1.37467682543165,0.058682190771722,22,9.96924,0.37582,3
ddmof_14210,0.11608,0.491904,1.33722569173389,0.014649842966183,2,15.01019,0.58854,3
ddmof_14211,0.224697,0.905346,1.40640484411485,0.033279952119142,2,16.38008,0.66652,3
ddmof_14212,0.223233,0.784397,1.61268719793676,0.046332040042025,2,22.99497,0.77492,3
ddmof_14213,0.298855,1.273397,1.32991648846877,0.03700553224248,2,15.85669,0.66364,3
ddmof_14214,0.199982,0.844963,1.34116089501355,0.025493881738454,2,16.81337,0.71828,3
ddmof_14215,0.175884,0.724762,1.37517695464166,0.024335061502721,2,11.07366,0.54342,3
ddmof_14216,0.219679,0.798332,1.55931074623924,0.042383256432594,2,10.74377,0.51698,3
ddmof_14217,0.145927,0.575512,1.43684174555295,0.022970214002609,2,14.85254,0.46658,3
ddmof_14218,0.2676,0.998816,1.51819754589434,0.0485234490849,3,13.78897,0.56042,3
ddmof_14219,0.263418,1.047155,1.42548333341291,0.04055640003609,2,15.63515,0.65678,3
ddmof_1422,0.444858,1.845588,1.36588556059099,0.060240140863587,21,7.24453,0.25752,3
ddmof_14220,0.206448,0.910486,1.28488741177789,0.022474976857672,6,16.96595,0.62452,3
ddmof_14221,0.240631,0.977725,1.39464130166117,0.03476216124949,2,15.78444,0.67638,3
ddmof_14222,0.248654,0.99155,1.42104718202141,0.03794671339665,2,15.85405,0.61516,3
ddmof_14223,0.173383,0.63686,1.54273100315088,0.03264632101454,3,8.8655,0.4313,3
ddmof_14224,0.221451,0.912242,1.37560976144488,0.030669911375628,4,10.35355,0.46388,3
ddmof_14225,0.257719,0.927349,1.57481990778732,0.050830149338865,3,11.50189,0.42536,3
ddmof_14226,0.295332,1.263882,1.32413310736287,0.036010316399308,2,16.19362,0.6359,3
ddmof_14227,0.304592,1.194738,1.44468605948194,0.048665724452759,8,7.09996,0.33708,3
ddmof_14228,0.209429,0.857426,1.38410117413437,0.029564638947392,3,13.63271,0.45278,3
ddmof_14229,0.265988,0.823205,1.83097203410248,0.069870182952394,2,21.23297,0.68858,3
ddmof_1423,0.310242,1.237084,1.42111449182109,0.047351947373412,13,6.56797,0.2556,3
ddmof_14230,0.291085,1.204976,1.36889171789867,0.039694998286291,5,15.86143,0.53042,3
ddmof_14231,0.172618,0.681432,1.43546042256112,0.027099510924157,2,13.59175,0.5873,3
ddmof_14232,0.218157,0.795227,1.55455360544851,0.04180012520792,3,11.05727,0.52486,3
ddmof_14233,0.189037,0.793178,1.35052871696727,0.024670051234261,2,15.58751,0.70462,3
ddmof_14234,0.141566,0.598048,1.34137616601566,0.018056826172063,3,18.53425,0.70854,3
ddmof_14235,0.183312,0.772314,1.34500734157351,0.023596773937781,2,14.55538,0.57166,3
ddmof_14236,0.253501,1.016929,1.41259189841834,0.03802938628831,3,16.42483,0.6498,3
ddmof_14237,0.203623,0.859504,1.34247620332967,0.026044724829108,2,15.79611,0.71436,3
ddmof_14238,0.168976,0.702769,1.36251124717605,0.0227002520535,4,14.37636,0.5412,3
ddmof_14239,0.214556,0.807166,1.5062791709925,0.038170686162882,2,8.12818,0.38928,3
ddmof_1424,0.23847,1.01564,1.33052065692568,0.029575436092214,20,14.39512,0.68,3
ddmof_14240,0.181714,0.751112,1.37091760838153,0.024896881297649,2,13.40199,0.51578,3
ddmof_14241,0.158847,0.605906,1.48559842615851,0.027306026553004,2,14.62033,0.71458,3
ddmof_14242,0.377467,1.594749,1.34126415295866,0.048132446941869,3,15.4392,0.62298,3
ddmof_14243,0.402254,1.663325,1.37041127460558,0.055048831174965,3,18.02028,0.60148,3
ddmof_14244,0.294342,1.230831,1.35513161433211,0.038847691963407,20,7.39759,0.317,3
ddmof_14245,0.232498,0.792997,1.66140435167682,0.051260076452098,2,20.88956,0.67932,3
ddmof_14246,0.211104,0.8685,1.3773816925734,0.029354920272058,2,15.03415,0.48476,3
ddmof_14247,0.183636,0.668789,1.55595262481889,0.035257445325334,2,9.26762,0.44252,3
ddmof_14248,0.260846,0.938271,1.57537356833296,0.051486710680065,2,15.81948,0.62498,3
ddmof_14249,0.1416,0.543289,1.4769303262168,0.023981377143006,3,13.76908,0.63118,3
ddmof_1425,0.684547,2.767987,1.40141542090576,0.100331926270498,6,8.42841,0.37838,3
ddmof_14250,0.190025,0.75493,1.42636844917189,0.029307883317789,2,11.84694,0.57684,3
ddmof_14251,0.195641,0.652672,1.69860562937177,0.045015538345554,2,22.0214,0.69762,3
ddmof_14252,0.234138,0.903167,1.46903285881792,0.039108423699472,2,11.01995,0.45128,3
ddmof_14253,0.241368,0.796591,1.71700659435018,0.056666439194158,2,21.8,0.7575,3
ddmof_14254,0.169786,0.637326,1.50962092660062,0.030369266535395,2,11.49979,0.4764,3
ddmof_14255,0.319572,1.28894,1.40495911369032,0.047189179410463,2,15.23673,0.53034,3
ddmof_14256,0.282239,0.911614,1.75442054787809,0.068904052816898,2,26.85239,0.78784,3
ddmof_14257,0.150238,0.630028,1.35128703274563,0.019643259310627,2,17.49029,0.6845,3
ddmof_14258,0.385142,1.716901,1.27116900353214,0.040133065209934,4,14.94651,0.50738,3
ddmof_14259,0.259376,0.952343,1.54334870244579,0.048883054324791,4,9.55189,0.41178,3
ddmof_1426,0.713888,2.952441,1.37017651947434,0.097643116882738,20,8.73796,0.44206,3
ddmof_14260,0.210639,0.896008,1.33215440040714,0.026236048741559,2,17.16463,0.69664,3
ddmof_14261,0.322169,1.24644,1.46467084924532,0.053396302320808,3,10.54686,0.31006,2
ddmof_14262,0.160924,0.6619,1.37770458780279,0.022393556980609,6,14.3418,0.5281,3
ddmof_14263,0.192865,0.740819,1.47526138863429,0.032568915049382,3,15.52355,0.51282,3
ddmof_14264,0.201112,0.766296,1.48719902839982,0.034665493038563,3,13.29928,0.59744,3
ddmof_14265,0.271683,1.14001,1.35045920649819,0.035449597195026,10,11.02818,0.44144,3
ddmof_14266,0.140202,0.517704,1.53461823744843,0.026077621780658,4,10.50617,0.44706,3
ddmof_14267,0.189871,0.626487,1.71741100240973,0.044595806981149,5,11.31731,0.56658,3
ddmof_14268,0.097667,0.419446,1.31946980858879,0.011759053803231,5,14.47695,0.53488,3
ddmof_14269,0.358841,1.512329,1.34457008583009,0.046141011910505,26,15.25679,0.60396,3
ddmof_1427,0.445135,1.828218,1.37972149200296,0.062226057915784,13,7.41268,0.3749,3
ddmof_14270,0.159039,0.535915,1.68164914212142,0.035900730701901,3,11.16821,0.49364,3
ddmof_14271,0.374226,1.587677,1.3356709204706,0.047040010175706,7,13.43835,0.5906,3
ddmof_14272,0.215963,0.773182,1.58279723704553,0.043068482496996,2,24.87603,0.78044,3
ddmof_14273,0.30622,1.289431,1.3457460435391,0.039491084056905,19,15.56208,0.62434,3
ddmof_14274,0.229999,0.727306,1.79199355796139,0.058267128802748,2,26.78492,0.8098,3
ddmof_14275,0.225203,0.819833,1.55659790876109,0.043278711414685,2,9.71255,0.47006,3
ddmof_14276,0.231682,1.021554,1.28516423670865,0.025243753683646,2,17.43523,0.71902,3
ddmof_14277,0.246717,1.061726,1.31678323785986,0.029486206963309,2,15.42797,0.69508,3
ddmof_14278,0.230551,0.865553,1.50938841026103,0.041222751879397,3,14.21223,0.46758,3
ddmof_14279,0.340553,1.526508,1.26419274142902,0.034672822175401,2,16.75623,0.60892,3
ddmof_1428,0.573076,2.548262,1.27437079337473,0.060342501349824,12,9.57083,0.46342,3
ddmof_14280,0.16508,0.642987,1.45485574876838,0.026878314783437,2,19.00103,0.695,3
ddmof_14281,0.232497,0.869056,1.51599321562707,0.0420115703341,4,10.26323,0.35162,3
ddmof_14282,0.271459,1.200318,1.28155011144269,0.029245796265996,2,15.87072,0.6575,3
ddmof_14283,0.166083,0.606529,1.55167683655687,0.031688848492824,2,11.1051,0.4785,3
ddmof_14284,0.182798,0.748443,1.38401365679595,0.025800178370814,3,15.96991,0.64996,3
ddmof_14285,0.195533,0.716581,1.54625971569625,0.037010963628239,3,11.03008,0.3879,3
ddmof_14286,0.236431,0.863111,1.5522634593542,0.045150148576092,5,9.28358,0.35346,3
ddmof_14287,0.094211,0.341848,1.5616950613528,0.018238895074899,8,13.03343,0.5998,3
ddmof_14288,0.214649,0.836628,1.45386519855101,0.034885644316567,2,17.79119,0.65752,3
ddmof_14289,0.261489,0.840353,1.76327210112893,0.064409796868529,2,24.28059,0.70318,3
ddmof_1429,0.513487,2.141198,1.35894002640889,0.068396617619188,14,9.03457,0.43884,3
ddmof_14290,0.175405,0.663314,1.49847834761013,0.030809971032755,4,8.94474,0.44326,3
ddmof_14291,0.309723,1.292564,1.35784146858492,0.041146411866,18,9.80828,0.41372,3
ddmof_14292,0.236769,0.822246,1.63173916321879,0.050349102377425,2,27.33468,0.81746,3
ddmof_14293,0.218015,0.957267,1.29056818351968,0.024151909731351,6,24.5763,0.79932,3
ddmof_14294,0.206087,0.798469,1.46258193284064,0.034029127546841,3,18.72925,0.68484,3
ddmof_14295,0.223999,0.994117,1.27683931234117,0.023774412881597,2,17.76457,0.63676,3
ddmof_14296,0.254674,1.010731,1.42783061632291,0.039392131374933,7,12.74158,0.57476,3
ddmof_14297,0.116576,0.481691,1.37141307048156,0.015990529906506,2,15.10596,0.61906,3
ddmof_14298,0.140377,0.615359,1.29269201663853,0.015651342980373,2,14.36738,0.57586,3
